latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.6861,105.9552,312.3,1.3,1.1,2023-01-10,0629,Aqua,MODIS,67,61.03,281.6,10.8,D,0
-2.8622,106.4522,314.5,1.2,1.1,2023-01-10,0629,Aqua,MODIS,70,61.03,286.1,10.2,D,0
-2.8695,106.2399,315.4,1.2,1.1,2023-01-10,0629,Aqua,MODIS,71,61.03,288.2,11.4,D,0
-2.7978,106.3934,308.9,1.2,1.1,2023-01-10,0629,Aqua,MODIS,54,61.03,284.1,7.1,D,0
-2.7361,106.5287,308.5,1.2,1.1,2023-01-10,0629,Aqua,MODIS,33,61.03,285.8,6.2,D,0
-2.7127,105.9818,322.1,1.3,1.1,2023-01-10,0629,Aqua,MODIS,72,61.03,276.6,22.7,D,0
-2.5387,106.2081,317.9,1.2,1.1,2023-01-10,0629,Aqua,MODIS,71,61.03,284.3,15.6,D,0
-2.5402,106.1973,318.1,1.2,1.1,2023-01-10,0629,Aqua,MODIS,75,61.03,286,15.9,D,0
-3.0609,106.5656,326.9,2,1.4,2023-01-12,0616,Aqua,MODIS,73,61.03,284.8,58.3,D,0
-3.0634,106.5479,321.3,2,1.4,2023-01-12,0616,Aqua,MODIS,75,61.03,282.5,42.1,D,0
-3.0585,106.5602,330,2,1.4,2023-01-12,0616,Aqua,MODIS,83,61.03,285.9,66.4,D,0
-2.9985,107.6459,329.8,1.1,1.1,2023-02-09,0626,Aqua,MODIS,83,61.03,292.7,28.1,D,0
-3,107.6357,320.9,1.2,1.1,2023-02-09,0626,Aqua,MODIS,73,61.03,292.9,15.6,D,0
-1.7842,105.8822,310.2,2.4,1.5,2023-02-18,0615,Aqua,MODIS,30,61.03,290.3,18.6,D,0
-2.4304,106.1698,314.4,1.2,1.1,2023-02-19,0313,Terra,MODIS,61,61.03,293.9,10.3,D,0
-1.9361,105.2118,318,1,1,2023-03-07,0648,Aqua,MODIS,49,61.03,297,7.5,D,0
-2.7645,106.4639,313.3,1.1,1,2023-03-10,0307,Terra,MODIS,63,61.03,294.1,6.8,D,0
-2.4319,106.218,324,1.1,1,2023-03-16,0635,Aqua,MODIS,75,61.03,288.3,20.7,D,0
-2.729,106.4502,332.6,1.1,1,2023-03-16,0635,Aqua,MODIS,86,61.03,289.5,30.5,D,0
-2.627,106.6202,319.3,1.7,1.3,2023-03-18,0622,Aqua,MODIS,74,61.03,292.1,21.8,D,0
-2.46,106.1788,314.5,1.8,1.3,2023-03-18,0622,Aqua,MODIS,70,61.03,291.2,16.9,D,0
-2.6374,106.6283,315.8,1.7,1.3,2023-03-18,0622,Aqua,MODIS,25,61.03,293.1,13.4,D,0
-2.5068,106.3372,304.5,2,1.4,2023-03-20,0325,Terra,MODIS,38,61.03,277.4,10.2,D,0
-1.6503,105.3995,315.3,1,1,2023-03-22,0308,Terra,MODIS,63,61.03,296.7,5.6,D,0
-1.655,105.5797,353.4,1.1,1,2023-03-23,0637,Aqua,MODIS,97,61.03,294.6,71.3,D,0
-1.6456,105.5784,328.4,1.1,1,2023-03-23,0637,Aqua,MODIS,81,61.03,295.2,20.9,D,0
-1.647,105.5686,330.9,1.1,1,2023-03-23,0637,Aqua,MODIS,83,61.03,295.7,25.2,D,0
-2.3254,105.8625,317.7,1.1,1.1,2023-04-11,0652,Aqua,MODIS,64,61.03,297.8,8.3,D,0
-1.8596,105.6318,317,1.1,1,2023-04-11,0653,Aqua,MODIS,64,61.03,295.2,8.2,D,0
-1.7993,105.419,315.6,1.1,1,2023-04-11,0653,Aqua,MODIS,61,61.03,297.6,7.8,D,0
-1.6971,105.8802,313.8,1.1,1.1,2023-04-11,0653,Aqua,MODIS,59,61.03,295.5,5.3,D,0
-2.6557,106.1311,316.8,1,1,2023-04-13,0639,Aqua,MODIS,52,61.03,285.2,13.6,D,0
-1.9868,105.6662,314.8,1.8,1.3,2023-04-15,0625,Aqua,MODIS,72,61.03,293.5,15.5,D,0
-2.9268,106.3545,315.8,1.2,1.1,2023-04-18,0653,Aqua,MODIS,65,61.03,298,8.2,D,0
-2.0057,105.8675,312.2,3.2,1.7,2023-04-24,0611,Aqua,MODIS,40,61.03,276.9,49.4,D,0
-2.6226,106.3751,311.9,1,1,2023-04-27,0639,Aqua,MODIS,47,61.03,289.9,5.7,D,0
-2.9395,106.86,309.4,1,1,2023-04-27,0639,Aqua,MODIS,61,61.03,289.4,5,D,0
-2.7488,106.2671,312,1.6,1.3,2023-05-02,0318,Terra,MODIS,60,61.03,294.6,9.2,D,0
-2.2822,106.0266,324.1,1.1,1.1,2023-05-02,0653,Aqua,MODIS,77,61.03,298.5,15.7,D,0
-2.86,106.2527,315.7,1.2,1.1,2023-05-02,0653,Aqua,MODIS,64,61.03,298.1,6.6,D,0
-2.8615,106.2425,345.9,1.2,1.1,2023-05-02,0653,Aqua,MODIS,93,61.03,299.2,56,D,0
-2.79,106.1628,316.5,1.1,1.1,2023-05-02,0653,Aqua,MODIS,66,61.03,296.2,7,D,0
-2.1577,105.8409,332,1.1,1,2023-05-04,0639,Aqua,MODIS,84,61.03,295.9,26.8,D,0
-2.3976,106.2171,316.7,1,1,2023-05-11,0639,Aqua,MODIS,65,61.03,297.9,6.5,D,0
-2.3989,106.2078,323.8,1,1,2023-05-11,0639,Aqua,MODIS,76,61.03,297.4,14,D,0
-2.3227,105.9612,332,1.1,1,2023-05-11,0639,Aqua,MODIS,84,61.03,297.2,25.6,D,0
-2.3241,105.9517,357.7,1.1,1,2023-05-11,0639,Aqua,MODIS,99,61.03,298.2,79.3,D,0
-2.1559,105.9056,323.8,1.1,1,2023-05-11,0639,Aqua,MODIS,76,61.03,297.6,15.2,D,0
-2.0551,105.9047,315.1,1.1,1,2023-05-11,0639,Aqua,MODIS,62,61.03,297.1,6.7,D,0
-2.0095,105.9684,323.9,1.1,1,2023-05-11,0639,Aqua,MODIS,77,61.03,297.3,15.3,D,0
-2.0088,105.8432,316.3,1.1,1,2023-05-11,0639,Aqua,MODIS,66,61.03,296.1,8.4,D,0
-1.9796,105.9161,319.4,1.1,1,2023-05-11,0639,Aqua,MODIS,71,61.03,296,10.7,D,0
-2.9087,106.5063,322.9,1,1,2023-05-11,0639,Aqua,MODIS,77,61.03,296.7,13.9,D,0
-2.91,106.4971,323.8,1,1,2023-05-11,0639,Aqua,MODIS,78,61.03,296.4,14.9,D,0
-3.0496,107.7351,319.5,1.3,1.1,2023-05-13,0625,Aqua,MODIS,73,61.03,297.2,17.5,D,0
-2.8701,108.0576,314.2,1.3,1.1,2023-05-13,0625,Aqua,MODIS,60,61.03,296.3,8.7,D,0
-2.7818,106.3164,315.2,1.7,1.3,2023-05-13,0625,Aqua,MODIS,55,61.03,292.3,18.8,D,0
-1.9578,105.7473,312,1.8,1.3,2023-05-13,0625,Aqua,MODIS,60,61.03,292.4,15.5,D,0
-2.7537,106.4981,310.9,1.7,1.3,2023-05-26,0318,Terra,MODIS,51,61.03,292,12.5,D,0
-2.7559,106.5134,312.9,1.7,1.3,2023-05-26,0318,Terra,MODIS,64,61.03,292,16.1,D,0
-2.8495,107.6786,310.3,1.1,1.1,2023-05-28,0302,Terra,MODIS,55,61.03,290.1,6.5,D,0
-2.8761,106.4795,321.5,1.8,1.3,2023-06-03,0624,Aqua,MODIS,78,61.03,293.8,29.5,D,0
-2.8785,106.4908,322,1.8,1.3,2023-06-03,0624,Aqua,MODIS,74,61.03,293.2,32.8,D,0
-2.8808,106.4751,313.8,1.8,1.3,2023-06-03,0624,Aqua,MODIS,69,61.03,293.9,15.9,D,0
-2.8028,106.3503,315,1.8,1.3,2023-06-03,0624,Aqua,MODIS,71,61.03,283.9,25,D,0
-2.8052,106.3602,306.1,1.8,1.3,2023-06-03,0624,Aqua,MODIS,31,61.03,282.3,11.2,D,0
-2.8076,106.3441,311.1,1.8,1.3,2023-06-03,0624,Aqua,MODIS,65,61.03,284.2,19.2,D,0
-2.8739,106.4953,314.2,1.8,1.3,2023-06-03,0624,Aqua,MODIS,22,61.03,292.4,13.7,D,0
-2.0627,105.6057,317.1,1.6,1.2,2023-06-11,0705,Aqua,MODIS,68,61.03,296.3,16.5,D,0
-1.6433,105.6011,320.5,1,1,2023-06-13,0651,Aqua,MODIS,75,61.03,297.7,10.4,D,0
-1.7272,105.8437,316.1,1,1,2023-06-13,0651,Aqua,MODIS,66,61.03,297.2,7.9,D,0
-2.352,106.1778,314.8,1.1,1,2023-06-13,0651,Aqua,MODIS,66,61.03,296.9,6.2,D,0
-2.1532,106.0222,314.6,1,1,2023-06-13,0651,Aqua,MODIS,61,61.03,297,5.8,D,0
-2.1545,106.0129,318.2,1,1,2023-06-13,0651,Aqua,MODIS,69,61.03,295.6,9,D,0
-2.0963,105.9033,321.3,1,1,2023-06-13,0651,Aqua,MODIS,74,61.03,297.1,12.5,D,0
-2.095,105.9125,327.5,1,1,2023-06-13,0651,Aqua,MODIS,81,61.03,296.3,19.4,D,0
-1.7378,105.9942,311.6,1.1,1.1,2023-06-15,0637,Aqua,MODIS,37,61.03,289.3,5.6,D,0
-2.5864,107.7248,315.3,1,1,2023-06-15,0637,Aqua,MODIS,63,61.03,295.4,7.7,D,0
-2.5877,107.7158,312.9,1,1,2023-06-15,0637,Aqua,MODIS,55,61.03,295.2,6,D,0
-1.622,105.4782,305.1,1.1,1.1,2023-06-18,1456,Terra,MODIS,62,61.03,292.4,5.4,N,0
-1.6206,105.4882,306.6,1.1,1.1,2023-06-18,1456,Terra,MODIS,68,61.03,292.4,6.5,N,0
-2.285,106.0012,320.8,1.2,1.1,2023-06-22,0636,Aqua,MODIS,73,61.03,298.7,14.5,D,0
-2.6112,106.2224,313.7,1.2,1.1,2023-06-22,0636,Aqua,MODIS,61,61.03,299,6.5,D,0
-2.4494,106.0691,312.7,1.2,1.1,2023-06-22,0636,Aqua,MODIS,38,61.03,296.7,6.5,D,0
-2.43,106.0663,313.8,1.2,1.1,2023-06-22,0636,Aqua,MODIS,58,61.03,297.7,6.8,D,0
-2.2866,105.9906,322.5,1.2,1.1,2023-06-22,0636,Aqua,MODIS,75,61.03,299.3,17.2,D,0
-2.0014,105.712,312.4,1.2,1.1,2023-06-22,0636,Aqua,MODIS,58,61.03,297.6,6.9,D,0
-2.0029,105.7011,312.2,1.2,1.1,2023-06-22,0636,Aqua,MODIS,58,61.03,297.8,6.5,D,0
-1.8214,105.4706,309.4,1.3,1.1,2023-06-22,0636,Aqua,MODIS,20,61.03,293.7,3.9,D,0
-2.5957,106.0257,314.1,2.2,1.4,2023-06-24,0622,Aqua,MODIS,67,61.03,296.7,24.7,D,0
-2.3983,106.2167,314.5,2.1,1.4,2023-06-24,0622,Aqua,MODIS,61,61.03,299.2,18.1,D,0
-2.3324,106.1205,313.5,1,1,2023-06-27,0650,Aqua,MODIS,58,61.03,294.5,7.1,D,0
-2.3097,105.9542,312.3,1,1,2023-06-27,0650,Aqua,MODIS,37,61.03,295.4,5.2,D,0
-2.2766,105.867,328.3,1,1,2023-06-27,0650,Aqua,MODIS,82,61.03,295.9,20.1,D,0
-2.311,105.9453,319.8,1,1,2023-06-27,0650,Aqua,MODIS,73,61.03,294.8,11.8,D,0
-1.8984,105.6176,328.2,1,1,2023-06-27,0650,Aqua,MODIS,82,61.03,296.1,19.2,D,0
-1.829,105.6464,313.2,1,1,2023-06-27,0650,Aqua,MODIS,46,61.03,293.7,5.2,D,0
-2.9872,107.5882,312.1,1.1,1,2023-06-29,0635,Aqua,MODIS,52,61.03,296.1,5.2,D,0
-2.6108,108.0898,311.7,1,1,2023-06-29,0635,Aqua,MODIS,0,61.03,297.8,4.9,D,0
-2.5997,107.9152,314.6,1,1,2023-06-29,0635,Aqua,MODIS,62,61.03,297.2,8.2,D,0
-2.9858,107.5976,315.2,1.1,1,2023-06-29,0635,Aqua,MODIS,63,61.03,296.3,7.9,D,0
-3.1899,108.0552,313.1,1.6,1.3,2023-07-01,0621,Aqua,MODIS,43,61.03,294.2,11.9,D,0
-2.6857,107.8038,316,1.7,1.3,2023-07-01,0621,Aqua,MODIS,71,61.03,293.2,21.2,D,0
-2.6856,107.8136,318.1,1.7,1.3,2023-07-01,0621,Aqua,MODIS,69,61.03,293.1,23.3,D,0
-2.1424,106.0155,313.8,1,1,2023-07-04,0649,Aqua,MODIS,59,61.03,297.2,5.1,D,0
-1.7039,105.8669,314.3,1,1,2023-07-04,0649,Aqua,MODIS,59,61.03,297.5,5.3,D,0
-2.1437,106.0066,321.3,1,1,2023-07-04,0649,Aqua,MODIS,74,61.03,297.8,12.1,D,0
-1.6255,105.8307,317.2,1,1,2023-07-04,0649,Aqua,MODIS,67,61.03,297.9,7.3,D,0
-2.9938,106.8129,311.9,1.2,1.1,2023-07-13,0633,Aqua,MODIS,64,61.03,292.4,8.8,D,0
-2.9315,106.8263,324.9,1.2,1.1,2023-07-13,0633,Aqua,MODIS,81,61.03,292.7,24.6,D,0
-2.6114,106.3425,317,1.3,1.1,2023-07-13,0633,Aqua,MODIS,70,61.03,295.8,11.5,D,0
-2.5972,106.2147,311.8,1.4,1.2,2023-07-16,0701,Aqua,MODIS,53,61.03,292.5,6.4,D,0
-2.9197,106.8186,309.8,2.6,1.5,2023-07-18,0323,Terra,MODIS,50,61.03,292.8,18.8,D,0
-1.7922,105.4677,323.8,1,1,2023-07-18,0647,Aqua,MODIS,76,61.03,296,15.7,D,0
-2.9653,107.676,323.1,1,1,2023-07-18,0647,Aqua,MODIS,77,61.03,295.4,15.3,D,0
-2.8595,107.9598,312.3,1.1,1,2023-07-18,0647,Aqua,MODIS,59,61.03,294.7,6.4,D,0
-2.8342,106.4794,317.8,1,1,2023-07-18,0647,Aqua,MODIS,71,61.03,291.3,9.6,D,0
-2.8355,106.4706,318.3,1,1,2023-07-18,0647,Aqua,MODIS,72,61.03,293.3,10.8,D,0
-2.6501,107.6963,303.8,1.4,1.2,2023-07-22,1509,Terra,MODIS,51,61.03,292.5,6.6,N,0
-2.0341,105.509,327.3,1.2,1.1,2023-07-23,0700,Aqua,MODIS,80,61.03,296.4,24.6,D,0
-2.0356,105.4985,339.4,1.2,1.1,2023-07-23,0700,Aqua,MODIS,89,61.03,297.4,46.1,D,0
-1.6224,105.4503,314.4,1.2,1.1,2023-07-23,0700,Aqua,MODIS,38,61.03,293.2,8.8,D,0
-2.6181,106.6217,316.8,1,1,2023-07-25,0645,Aqua,MODIS,67,61.03,296.9,7.7,D,0
-2.6412,106.3985,312.7,1,1,2023-07-25,0645,Aqua,MODIS,53,61.03,292.2,6,D,0
-2.1566,105.8625,314.9,1,1,2023-07-25,0646,Aqua,MODIS,53,61.03,292.5,9,D,0
-2.1579,105.8535,318.2,1,1,2023-07-25,0646,Aqua,MODIS,69,61.03,295,12.4,D,0
-2.0668,105.7785,314.6,1,1,2023-07-25,0646,Aqua,MODIS,59,61.03,298,5.2,D,0
-1.896,105.6214,331.5,1,1,2023-07-25,0646,Aqua,MODIS,84,61.03,299.2,22.8,D,0
-1.8973,105.6123,337.7,1,1,2023-07-25,0646,Aqua,MODIS,88,61.03,299.4,32.5,D,0
-1.8845,105.5768,315,1,1,2023-07-25,0646,Aqua,MODIS,62,61.03,298.1,5.8,D,0
-1.8623,105.6663,326.5,1,1,2023-07-25,0646,Aqua,MODIS,79,61.03,298.2,16.8,D,0
-1.8546,105.6559,315.2,1,1,2023-07-25,0646,Aqua,MODIS,58,61.03,297.6,4.9,D,0
-1.8559,105.6469,325.5,1,1,2023-07-25,0646,Aqua,MODIS,78,61.03,298.6,15.5,D,0
-1.8391,105.6999,325.9,1,1,2023-07-25,0646,Aqua,MODIS,79,61.03,297,17.1,D,0
-1.7938,105.9504,326.2,1,1,2023-07-25,0646,Aqua,MODIS,79,61.03,294.2,19.3,D,0
-1.828,105.4567,325.3,1,1,2023-07-25,0646,Aqua,MODIS,78,61.03,298.1,16.6,D,0
-2.9927,106.8099,301.9,1.9,1.4,2023-07-26,1436,Terra,MODIS,45,61.03,291.7,8,N,0
-1.5746,105.5653,324.6,1,1,2023-07-27,0257,Terra,MODIS,79,61.03,296.3,16.7,D,0
-1.8103,105.4211,325.8,1.7,1.3,2023-07-27,0631,Aqua,MODIS,81,61.03,295.6,36.8,D,0
-2.8404,108.0589,316.8,1.2,1.1,2023-07-27,0631,Aqua,MODIS,69,61.03,296.5,12.3,D,0
-2.8126,106.3458,310.1,1.5,1.2,2023-07-27,0631,Aqua,MODIS,46,61.03,294.1,9.1,D,0
-2.8145,106.3326,317.3,1.5,1.2,2023-07-27,0631,Aqua,MODIS,70,61.03,294.5,19.3,D,0
-2.7962,106.1531,313.2,1.5,1.2,2023-07-27,0631,Aqua,MODIS,62,61.03,296.7,10.3,D,0
-2.6978,105.9658,318.2,1.6,1.2,2023-07-27,0631,Aqua,MODIS,71,61.03,295.2,20,D,0
-2.6942,105.9729,314.3,1.6,1.2,2023-07-27,0631,Aqua,MODIS,64,61.03,295.3,12.2,D,0
-2.6963,105.9589,315.9,1.6,1.2,2023-07-27,0631,Aqua,MODIS,67,61.03,295.3,15,D,0
-2.534,106.4786,324.4,1.4,1.2,2023-07-27,0631,Aqua,MODIS,78,61.03,296.5,25.4,D,0
-2.5466,105.9747,312.3,1.6,1.2,2023-07-27,0631,Aqua,MODIS,59,61.03,296.4,9.6,D,0
-2.4937,106.2696,312.3,1.5,1.2,2023-07-27,0631,Aqua,MODIS,54,61.03,296.4,9,D,0
-2.417,105.9212,331.1,1.6,1.2,2023-07-27,0631,Aqua,MODIS,80,61.03,296.1,43.8,D,0
-2.4141,105.9296,323.4,1.6,1.2,2023-07-27,0631,Aqua,MODIS,78,61.03,296,28.9,D,0
-2.4162,105.9158,319.9,1.6,1.2,2023-07-27,0631,Aqua,MODIS,74,61.03,295.7,22.2,D,0
-2.3327,105.8545,315.3,1.6,1.2,2023-07-27,0631,Aqua,MODIS,68,61.03,295.8,15.4,D,0
-2.0546,105.7974,320.6,1.6,1.2,2023-07-27,0631,Aqua,MODIS,76,61.03,296,22.3,D,0
-2.0456,105.7819,313.9,1.6,1.2,2023-07-27,0631,Aqua,MODIS,46,61.03,296,10,D,0
-2.0195,105.6481,313.2,1.6,1.3,2023-07-27,0631,Aqua,MODIS,65,61.03,296,10.3,D,0
-1.9913,105.519,319.3,1.7,1.3,2023-07-27,0631,Aqua,MODIS,74,61.03,296,22.6,D,0
-1.9934,105.5044,357.1,1.7,1.3,2023-07-27,0631,Aqua,MODIS,98,61.03,297.6,152.4,D,0
-1.931,105.7014,312.5,1.6,1.2,2023-07-27,0631,Aqua,MODIS,59,61.03,293.4,9.9,D,0
-1.934,105.5997,341.5,1.6,1.3,2023-07-27,0631,Aqua,MODIS,91,61.03,297.1,78.2,D,0
-1.936,105.5853,316.5,1.6,1.3,2023-07-27,0631,Aqua,MODIS,70,61.03,296.8,14.3,D,0
-1.9168,105.6413,323.3,1.6,1.3,2023-07-27,0631,Aqua,MODIS,79,61.03,296.4,28,D,0
-1.9188,105.6269,315.7,1.6,1.3,2023-07-27,0631,Aqua,MODIS,69,61.03,296.5,13.2,D,0
-1.9172,105.6359,328.2,1.6,1.3,2023-07-27,0631,Aqua,MODIS,83,61.03,296.6,37.1,D,0
-1.8817,105.6455,312.7,1.6,1.2,2023-07-27,0631,Aqua,MODIS,36,61.03,294.8,11.1,D,0
-2.8464,108.2028,300.4,2.1,1.4,2023-07-27,1516,Terra,MODIS,27,61.03,281.7,10.3,N,0
-2.8455,108.197,300.1,2.1,1.4,2023-07-27,1516,Terra,MODIS,16,61.03,281.9,10.6,N,0
-2.687,105.9932,311.7,3,1.7,2023-07-29,0617,Aqua,MODIS,51,61.03,287.7,40.6,D,0
-2.6864,105.986,314.6,3,1.7,2023-07-29,0617,Aqua,MODIS,61,61.03,288,52.7,D,0
-1.9748000000000001,105.6507,335.4,3.1,1.7,2023-07-29,0617,Aqua,MODIS,82,61.03,290,162.2,D,0
-1.9755,105.644,329.4,3.1,1.7,2023-07-29,0617,Aqua,MODIS,78,61.03,290.5,123.2,D,0
-1.9204,105.5453,317.2,1.1,1.1,2023-07-30,0659,Aqua,MODIS,67,61.03,296.9,8.7,D,0
-1.8977,105.635,323,1.1,1.1,2023-07-30,0659,Aqua,MODIS,70,61.03,299.2,16.1,D,0
-1.9334,105.1939,331.6,1.1,1,2023-07-30,0659,Aqua,MODIS,84,61.03,299.3,26,D,0
-1.8411,105.6893,326.4,1.2,1.1,2023-07-30,0659,Aqua,MODIS,79,61.03,299.4,19.1,D,0
-1.8356,105.6923,318.4,1.2,1.1,2023-07-30,0659,Aqua,MODIS,69,61.03,298.9,10.9,D,0
-1.8371,105.682,319.7,1.2,1.1,2023-07-30,0659,Aqua,MODIS,71,61.03,298.8,12.3,D,0
-1.6988,105.804,318.4,1.2,1.1,2023-07-30,0659,Aqua,MODIS,69,61.03,300.6,10.3,D,0
-2.5373,106.0965,316.8,1.2,1.1,2023-07-30,0659,Aqua,MODIS,68,61.03,299.5,10.2,D,0
-2.4745,106.0266,315.9,1.2,1.1,2023-07-30,0659,Aqua,MODIS,65,61.03,298.2,9,D,0
-2.4533,105.97,318.8,1.2,1.1,2023-07-30,0659,Aqua,MODIS,70,61.03,298.7,11.9,D,0
-2.2774,106.115,315.8,1.2,1.1,2023-07-30,0659,Aqua,MODIS,64,61.03,296.8,9.3,D,0
-2.3063,105.8511,341.5,1.2,1.1,2023-07-30,0659,Aqua,MODIS,91,61.03,299.9,47.9,D,0
-2.3079,105.8408,317.5,1.2,1.1,2023-07-30,0659,Aqua,MODIS,59,61.03,297.8,9.1,D,0
-2.2212,105.8753,328.6,1.2,1.1,2023-07-30,0659,Aqua,MODIS,81,61.03,297.3,24.7,D,0
-2.1931,105.9994,324,1.2,1.1,2023-07-30,0659,Aqua,MODIS,77,61.03,295.5,19.9,D,0
-2.2101,105.8843,316.3,1.2,1.1,2023-07-30,0659,Aqua,MODIS,41,61.03,297.1,8.4,D,0
-2.2116,105.8739,350.7,1.2,1.1,2023-07-30,0659,Aqua,MODIS,95,61.03,296.7,71.6,D,0
-2.1013,105.9255,327.1,1.2,1.1,2023-07-30,0659,Aqua,MODIS,80,61.03,298.9,22.7,D,0
-2.0917,105.9241,326.7,1.2,1.1,2023-07-30,0659,Aqua,MODIS,79,61.03,297.1,22.5,D,0
-1.9694,105.7033,328.3,1.2,1.1,2023-07-30,0659,Aqua,MODIS,76,61.03,299.1,22.3,D,0
-1.9599,105.7019,348.9,1.2,1.1,2023-07-30,0659,Aqua,MODIS,95,61.03,295.4,63.3,D,0
-1.8915,105.8127,311.9,1.2,1.1,2023-07-30,0659,Aqua,MODIS,48,61.03,294.4,5.4,D,0
-1.8914,105.7849,316.4,1.1,1,2023-08-01,0305,Terra,MODIS,69,61.03,295.2,10.8,D,0
-2.0149,105.7349,322.3,1,1,2023-08-01,0644,Aqua,MODIS,70,61.03,292.9,16.1,D,0
-2.7564,106.5925,320.7,1,1,2023-08-01,0644,Aqua,MODIS,64,61.03,295.7,13.1,D,0
-2.7019,106.1458,317,1,1,2023-08-01,0644,Aqua,MODIS,63,61.03,290.8,9.8,D,0
-2.5708,106.0924,375.8,1,1,2023-08-01,0644,Aqua,MODIS,100,61.03,299,135.4,D,0
-2.5722,106.0832,316.9,1,1,2023-08-01,0644,Aqua,MODIS,63,61.03,296,8,D,0
-2.2468,106.0399,328,1,1,2023-08-01,0644,Aqua,MODIS,81,61.03,298.1,20.5,D,0
-2.1232,105.9415,319.8,1,1,2023-08-01,0644,Aqua,MODIS,71,61.03,296.1,11.8,D,0
-2.0719,105.3396,321.4,1.1,1,2023-08-01,0644,Aqua,MODIS,74,61.03,296.9,13.1,D,0
-1.9676,105.5501,327.4,1.1,1,2023-08-01,0644,Aqua,MODIS,80,61.03,296.7,20.9,D,0
-1.9689,105.5407,321.3,1.1,1,2023-08-01,0644,Aqua,MODIS,74,61.03,295.9,13.9,D,0
-1.8847,105.7379,314.2,1,1,2023-08-01,0644,Aqua,MODIS,41,61.03,297,6,D,0
-1.8793,105.6558,321.4,1.1,1,2023-08-01,0644,Aqua,MODIS,74,61.03,294.6,13.9,D,0
-1.8806,105.6465,317.5,1.1,1,2023-08-01,0644,Aqua,MODIS,60,61.03,297.4,9.8,D,0
-1.9427,105.2206,320.5,1.1,1,2023-08-01,0644,Aqua,MODIS,44,61.03,299.2,10.8,D,0
-1.9334,105.2192,323.2,1.1,1,2023-08-01,0644,Aqua,MODIS,71,61.03,297.6,14.1,D,0
-1.7933,105.6718,342.7,1,1,2023-08-01,0644,Aqua,MODIS,91,61.03,297.4,43.3,D,0
-1.6614,106.0111,315,1,1,2023-08-01,0644,Aqua,MODIS,38,61.03,298.1,5.3,D,0
-3.0503,107.9348,311.9,1.3,1.1,2023-08-03,0630,Aqua,MODIS,51,61.03,294.7,6.9,D,0
-2.7731,106.3838,308.2,1.6,1.2,2023-08-03,0630,Aqua,MODIS,37,61.03,290.5,10.3,D,0
-2.3994,106.1916,318.4,1.6,1.2,2023-08-03,0630,Aqua,MODIS,75,61.03,294.6,18.8,D,0
-2.0038,105.6302,314.3,1.9,1.3,2023-08-04,0712,Aqua,MODIS,44,61.03,294.6,12.8,D,0
-2.0063,105.6135,313.9,1.9,1.3,2023-08-04,0712,Aqua,MODIS,38,61.03,294.6,11.9,D,0
-1.9873,105.3713,316.7,1.8,1.3,2023-08-04,0712,Aqua,MODIS,65,61.03,293.7,17.9,D,0
-2.7648,106.3689,307.1,1.1,1,2023-08-05,1452,Terra,MODIS,69,61.03,294.1,7.2,N,0
-1.9778,105.6125,326.8,1.1,1,2023-08-06,0657,Aqua,MODIS,69,61.03,294.1,21.2,D,0
-2.1559,106.0192,320.8,1.1,1.1,2023-08-06,0657,Aqua,MODIS,73,61.03,298.6,12.5,D,0
-2.1574,106.0092,321,1.1,1.1,2023-08-06,0657,Aqua,MODIS,73,61.03,297.9,13.1,D,0
-2.0093,105.8935,340.7,1.1,1.1,2023-08-06,0657,Aqua,MODIS,78,61.03,294.3,45.8,D,0
-1.9665,105.6902,324.6,1.1,1,2023-08-06,0657,Aqua,MODIS,77,61.03,294.4,17.9,D,0
-1.9679,105.6805,324.2,1.1,1,2023-08-06,0657,Aqua,MODIS,77,61.03,293.2,17.5,D,0
-1.9578,105.6195,313.1,1.1,1,2023-08-06,0657,Aqua,MODIS,54,61.03,292.2,7.4,D,0
-3.0738,106.71,314.1,1,1,2023-08-08,0257,Terra,MODIS,51,61.03,295.5,6.9,D,0
-3.079,106.7065,318.6,1,1,2023-08-08,0643,Aqua,MODIS,0,61.03,296.6,10.5,D,0
-2.972,106.8695,318.3,1,1,2023-08-08,0643,Aqua,MODIS,70,61.03,297.1,10.1,D,0
-2.9733,106.8605,316.4,1,1,2023-08-08,0643,Aqua,MODIS,67,61.03,297.1,8.4,D,0
-2.6775,107.8231,310.3,1,1,2023-08-08,0643,Aqua,MODIS,26,61.03,293.2,5,D,0
-2.8497,106.4396,321.2,1,1,2023-08-08,0643,Aqua,MODIS,76,61.03,297.8,12.8,D,0
-2.851,106.4304,314.2,1,1,2023-08-08,0643,Aqua,MODIS,65,61.03,297,6.2,D,0
-2.5871,106.4121,316.1,1,1,2023-08-08,0643,Aqua,MODIS,68,61.03,298.5,5.4,D,0
-2.0602,105.7858,314,1.1,1,2023-08-08,0643,Aqua,MODIS,55,61.03,295.9,7.9,D,0
-2.944,107.7689,319.9,1.4,1.2,2023-08-10,0628,Aqua,MODIS,74,61.03,296.1,19.4,D,0
-2.9358,107.7747,327.3,1.4,1.2,2023-08-10,0628,Aqua,MODIS,81,61.03,294.9,30.7,D,0
-2.8006,106.1592,316.2,1.8,1.3,2023-08-10,0628,Aqua,MODIS,39,61.03,296.7,16.1,D,0
